tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	unknown	PI44-10	PI44	PI44-10b	PI44-10b:LP-DIR-T	hargrave 2014-10-10 20:17:05	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	423	298	K		2	LT	u	27.9	265.5	l	g	83.0	6.0	6	-1
	This study	unknown	PI44-10	PI44	PI44-10b	PI44-10b:LP-DIR-T	hargrave 2014-10-10 20:17:05	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	473	K		2	HT	u	4.8	61.5	l	g	63.4	2.7	19	-1
	This study	unknown	PI44-10	PI44	PI44-10b	PI44-10b:LP-DIR-T	hargrave 2014-10-10 20:17:05	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	423	298	K		2	LT	u	27.9	26.9	l	g	69.4	6.0	6	0
	This study	unknown	PI44-10	PI44	PI44-10b	PI44-10b:LP-DIR-T	hargrave 2014-10-10 20:17:05	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	473	K		2	HT	u	4.8	85.0	l	g	50.1	2.7	19	0
	This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-10-10 20:18:35	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	448	298	K		2	LT	u	32.7	179.7	l	g	42.9	21.4	7	-1
	This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-10-10 20:18:35	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	498	K		2	HT	u	0.4	131.5	l	g	40.0	2.6	18	-1
	This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-10-10 20:18:35	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	448	298	K		2	LT	u	32.7	25.3	l	g	78.1	21.4	7	0
	This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-10-10 20:18:35	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	498	K		2	HT	u	0.4	87.3	l	g	50.0	2.6	18	0
	This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-10-10 20:20:09	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	473	298	K		2	LT	u	24.4	170.1	l	g	38.1	17.4	8	-1
	This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-10-10 20:20:09	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	523	K		2	HT	u	0.8	133.3	l	g	32.2	3.6	17	-1
