tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	unknown	PI31-10	PI31	PI31-10b	PI31-10b:LP-DIR-T	hargrave 2014-10-10 19:47:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	548	423	K		2	LT	u	14.2	103.9	l	g	47.8	13.1	6	-1
	This study	unknown	PI31-10	PI31	PI31-10b	PI31-10b:LP-DIR-T	hargrave 2014-10-10 19:47:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	623	K		2	HT	u	26.4	143.2	l	g	82.6	13.7	13	-1
	This study	unknown	PI31-10	PI31	PI31-10b	PI31-10b:LP-DIR-T	hargrave 2014-10-10 19:47:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	548	423	K		2	LT	u	14.2	179.3	l	g	21.1	13.1	6	0
	This study	unknown	PI31-10	PI31	PI31-10b	PI31-10b:LP-DIR-T	hargrave 2014-10-10 19:47:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	623	K		2	HT	u	26.4	139.8	l	g	21.9	13.7	13	0
	This study	unknown	PI31-12	PI31	PI31-12b	PI31-12b:LP-DIR-T	hargrave 2014-10-10 19:49:26	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	448	298	K		2	LT	u	14.3	154.8	l	g	47.5	9.6	7	-1
	This study	unknown	PI31-12	PI31	PI31-12b	PI31-12b:LP-DIR-T	hargrave 2014-10-10 19:49:26	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	623	K		2	HT	u	2.2	173.7	l	g	27.4	3.3	13	-1
	This study	unknown	PI31-12	PI31	PI31-12b	PI31-12b:LP-DIR-T	hargrave 2014-10-10 19:49:26	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	448	298	K		2	LT	u	14.3	26.4	l	g	73.1	9.6	7	0
	This study	unknown	PI31-12	PI31	PI31-12b	PI31-12b:LP-DIR-T	hargrave 2014-10-10 19:49:26	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	623	K		2	HT	u	2.2	108.4	l	g	68.8	3.3	13	0
	This study	unknown	PI31-13	PI31	PI31-13b	PI31-13b:LP-DIR-T	hargrave 2014-10-10 19:51:23	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	548	298	K		2	LT	u	10.3	160.6	l	g	58.5	2.8	11	-1
	This study	unknown	PI31-13	PI31	PI31-13b	PI31-13b:LP-DIR-T	hargrave 2014-10-10 19:51:23	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	723	K		2	HT	u	20.4	157.2	l	g	19.4	9.6	9	-1
	This study	unknown	PI31-13	PI31	PI31-13b	PI31-13b:LP-DIR-T	hargrave 2014-10-10 19:51:23	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	548	298	K		2	LT	u	10.3	350.3	l	g	78.4	2.8	11	0
	This study	unknown	PI31-13	PI31	PI31-13b	PI31-13b:LP-DIR-T	hargrave 2014-10-10 19:51:23	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	723	K		2	HT	u	20.4	75.3	l	g	51.3	9.6	9	0
	This study	unknown	PI31-14	PI31	PI31-14b	PI31-14b:LP-DIR-T	hargrave 2014-10-10 19:53:09	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	523	298	K		2	LT	u	12.5	154.5	l	g	55.4	3.5	10	-1
	This study	unknown	PI31-14	PI31	PI31-14b	PI31-14b:LP-DIR-T	hargrave 2014-10-10 19:53:09	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	698	K		2	HT	u	4.3	151.0	l	g	19.3	6.7	10	-1
	This study	unknown	PI31-14	PI31	PI31-14b	PI31-14b:LP-DIR-T	hargrave 2014-10-10 19:53:09	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	523	298	K		2	LT	u	12.5	358.7	l	g	73.7	3.5	10	0
	This study	unknown	PI31-14	PI31	PI31-14b	PI31-14b:LP-DIR-T	hargrave 2014-10-10 19:53:09	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	698	K		2	HT	u	4.3	70.6	l	g	51.6	6.7	10	0
	This study	unknown	PI31-16	PI31	PI31-16b	PI31-16b:LP-DIR-T	hargrave 2014-10-10 19:54:50	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	298	K		1	HT	u	5.2	353.9	l	g	2.7	6.9	26	-1
	This study	unknown	PI31-16	PI31	PI31-16b	PI31-16b:LP-DIR-T	hargrave 2014-10-10 19:54:50	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	298	K		1	HT	u	5.2	334.8	l	g	-12.2	6.9	26	0
	This study	unknown	PI31-17	PI31	PI31-17b	PI31-17b:LP-DIR-T	hargrave 2014-10-10 19:56:22	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	423	298	K		2	LT	u	51.9	207.8	l	g	26.0	5.4	6	-1
