tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	Slate Islands	PI34-1	PI34	PI34-1b	PI34-1b:LP-DIR-T	hargrave 2016-01-26 17:20:56	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	473	0	K		2	LT	u	18.2	182.4	l	g	52.8	3.8	8	-1
	This study	Slate Islands	PI34-1	PI34	PI34-1b	PI34-1b:LP-DIR-T	hargrave 2016-01-26 17:20:56	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	843	573	K		2	HT	u	2.1	132.6	l	g	48.9	3.8	13	-1
	This study	Slate Islands	PI34-1	PI34	PI34-1b	PI34-1b:LP-DIR-T	hargrave 2016-01-26 17:20:56	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	473	0	K		2	LT	u	18.2	24.8	l	g	77.1	3.8	8	0
	This study	Slate Islands	PI34-1	PI34	PI34-1b	PI34-1b:LP-DIR-T	hargrave 2016-01-26 17:20:56	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	843	573	K		2	HT	u	2.1	90.2	l	g	55.6	3.8	13	0
	This study	Slate Islands	PI34-2	PI34	PI34-2b	PI34-2b:LP-DIR-T	hargrave 2016-01-26 17:22:30	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	473	323	K		2	LT	u	22.4	192.0	l	g	13.5	4.8	7	-1
	This study	Slate Islands	PI34-2	PI34	PI34-2b	PI34-2b:LP-DIR-T	hargrave 2016-01-26 17:22:30	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	843	573	K		2	HT	u	1.6	222.4	l	g	37.6	6.1	14	-1
	This study	Slate Islands	PI34-2	PI34	PI34-2b	PI34-2b:LP-DIR-T	hargrave 2016-01-26 17:22:30	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	473	323	K		2	LT	u	22.4	19.3	l	g	71.6	4.8	7	0
	This study	Slate Islands	PI34-2	PI34	PI34-2b	PI34-2b:LP-DIR-T	hargrave 2016-01-26 17:22:30	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	843	573	K		2	HT	u	1.6	95.4	l	g	53.4	6.1	14	0
	This study	Slate Islands	PI34-3	PI34	PI34-3b	PI34-3b:LP-DIR-T	hargrave 2016-01-26 17:23:59	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	373	0	K		3	LT	u	30.9	192.1	l	g	42.1	15.9	4	-1
	This study	Slate Islands	PI34-3	PI34	PI34-3b	PI34-3b:LP-DIR-T	hargrave 2016-01-26 17:23:59	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	843	573	K		3	HT	u	1.1	135.5	l	g	41.6	3.1	13	-1
	This study	Slate Islands	PI34-3	PI34	PI34-3b	PI34-3b:LP-DIR-T	hargrave 2016-01-26 17:23:59	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	523	373	K		3	MT	u	20.0	170.2	l	g	52.7	5.3	7	-1
	This study	Slate Islands	PI34-3	PI34	PI34-3b	PI34-3b:LP-DIR-T	hargrave 2016-01-26 17:23:59	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	373	0	K		3	LT	u	30.9	348.6	l	g	79.4	15.9	4	0
	This study	Slate Islands	PI34-3	PI34	PI34-3b	PI34-3b:LP-DIR-T	hargrave 2016-01-26 17:23:59	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	843	573	K		3	HT	u	1.1	114.5	l	g	55.7	3.1	13	0
	This study	Slate Islands	PI34-3	PI34	PI34-3b	PI34-3b:LP-DIR-T	hargrave 2016-01-26 17:23:59	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	523	373	K		3	MT	u	20.0	66.7	l	g	72.9	5.3	7	0
